,OfferDetails,FaceValue,Product
471,Save $1.50 on Dove or Degree item When you buy ONE (1) Dove or Dove Men+Care Shampoo and Conditioner (12oz or larger) or Antiperspirant/Deodorant Sticks or Dry Sprays. Excludes trial and travel) or Degree MOTIONSENSE Antiperspirant or Deodorant Stick 2.6-3.0oz (excludes trial and travel).This can be redeemed 5 times in a single transaction,$1.50,"['Degree', 'Dove', 'Conditioner', 'Dry Sprays', 'Degree', 'Deodorant Stick', 'Dove', 'Dove', 'Men+Care Shampoo', 'Excludes', 'MOTIONSENSE Antiperspirant']"
472,"Save $2.00 on Oral-B Adult Manual Toothbrush when you buy ONE (1) Oral-B Pulsar OR Multi-pack Adult Manual Toothbrush. Excludes Kids, Healthy Clean, Cavity Defense and trial/travel size.",$2.00,"['Healthy Clean', 'Cavity Defense', 'Oral-B Adult Manual Toothbrush', 'Oral-B Pulsar', 'Multi-pack Adult Manual Toothbrush', 'Excludes Kids']"
473,"Save $0.65 on Oikos Blue Single Serve Cup When You Buy ONE (1) Oikos Blue Single Serve Cup, any size. Excludes Oikos Triple Zero products.",$0.65,"['Oikos Blue Single Serve', 'Cup', 'Oikos Blue Single Serve Cup', 'Excludes Oikos Triple Zero']"
474,"Save $1.00 on TIDE LAUNDRY GROUP ONE Tide Laundry Detergent 50 oz OR 46 oz (excludes Tide Purclean Laundry Detergent, Studio by Tide Laundry Detergent, Tide PODS, Tide Rescue, Tide Simply, Tide Simply PODS, Tide Detergent 10 oz and trial/travel size).",$1.00,"['TIDE', 'LAUNDRY', 'Tide Laundry Detergent', 'Tide PODS', 'Tide Rescue', 'Tide Simply', 'Tide Simply PODS', 'Tide', 'GROUP', 'Tide Laundry Detergent', 'Tide Purclean Laundry Detergent', 'Detergent']"
475,Save $2.00 on Persil® Detergent when you buy ONE (1) Persil® Laundry Detergent (100oz) or Discs (38-40ct).,$2.00,"['Discs', 'Persil® Detergent', 'Persil® Laundry Detergent']"
476,"Save $3.00 on Crest Toothpaste when you buy ONE (1) Crest 3D White Whitening Therapy Enamel Care, Sensitivity, Charcoal OR Ingredients (3.0 oz or larger). Excludes all other variants, Kids and trial/travel size.",$3.00,"['Crest', 'White Whitening', 'Sensitivity', 'Charcoal Ingredients', 'Kids', 'Therapy Enamel Care', 'Excludes']"
477,"Save $2.00 on Love Beauty &amp; Planet or Schmidt's item When you buy ONE (1)  Love, Beauty &amp; Planet Shampoo, Bodywash, or Lotion (13.5-16oz), or Schmidt's Deodorant (2.65-3.25oz). Excludes trial and travel sizes. This can be redeemed 5 times in a single transaction",$2.00,"['Love Beauty', 'Schmidt', 'Beauty', 'Bodywash', 'Schmidt', 'Planet', 'Love', 'Planet Shampoo', 'Lotion', 'Deodorant', 'Excludes']"
478,"Save $3.00 on Crest Gum Health Toothpaste when you buy ONE (1) Crest Gum Detoxify, Gum &amp; Enamel Repair, OR Gum &amp; Sensitivity (3.0 oz or larger). Excludes all other variants, kids, and trial/travel size.",$3.00,"['Crest Gum Health Toothpaste', 'Crest Gum Detoxify', 'Gum', 'Enamel Repair', 'Gum', 'Sensitivity', 'Excludes']"
479,"Save $0.50 on Colgate® Kids Toothpaste when you buy ONE (1) Colgate® Kids Toothpaste, any variety (4.4 oz or larger)",$0.50,"['Colgate® Kids Toothpaste', 'Colgate® Kids Toothpaste']"
480,"Save $1.50 on Community Coffee When you buy ONE (1) Bag or Single-Serve Box of Community® Coffee, any variety or size",$1.50,"['Community Coffee', 'Bag', 'Single-Serve Box', 'Community® Coffee']"
481,Save $1.00 on Burt's Bees Adult Toothpaste when you buy ONE (1) Burt's Bees Adult Toothpaste. Excludes trial/travel size.,$1.00,"['Burt', 'Bees Adult Toothpaste', 'Burt', 'Bees Adult Toothpaste', 'Excludes']"
482,Save $0.75 on Burt's Bees Kids Toothpaste when you buy ONE (1) Burt's Bees Kids Toothpaste. Excludes trial/travel size.,$0.75,"['Burt', 'Bees Kids Toothpaste', 'Burt', 'Bees Kids Toothpaste', 'Excludes']"
483,Save $3.00 on Colgate® Optic White Renewal when you buy ONE (1) Colgate® Optic White Renewal Toothpaste (3.0 oz or larger),$3.00,"['Colgate® Optic White Renewal', 'Colgate® Optic White Renewal Toothpaste']"
484,"Save $2.00 on Kauai SS Coffee Pods When you buy ONE (1) Kauai SS Coffee Pods, any variety (12ct)",$2.00,"['Kauai SS Coffee Pods', 'Kauai SS Coffee Pods']"
485,"Save $1.00 on Suave item When you buy ONE (1)  Suave Professionals Green, Silver, or Gold, Men's or Kids Shampoo and Conditioner (12-28oz). Excludes Suave Essentials Shampoo and Conditioner or Trial Sizes. This can be redeemed 5 times in a single transaction",$1.00,"['Suave', 'Green', 'Silver', 'Gold', 'Men', 'Kids Shampoo', 'Conditioner', 'Shampoo', 'Trial Sizes', 'Conditioner']"
486,"Save $1.25 on Kroger Frozen Appetizers When you buy ONE (1) Kroger Frozen Appetizer, any variety (20-33 OZ)",$1.25,"['Kroger Frozen Appetizers', 'Kroger Frozen Appetizer']"
487,Save $3.00 on 2 TRESemme items When you buy TWO (2) TRESemme Premium Shampoo and Conditioner or Styling Aid (5-22oz). Excludes trial and travel sizes. This can be redeemed 5 times in a single transaction,$3.00,"['TRESemme', 'TRESemme', 'Premium Shampoo', 'Conditioner', 'Styling Aid', 'Excludes']"
488,"Save $2.00 on Nando's PERi PERi Sauce When you buy ONE (1) Nando's PERi PERi Sauce, any variety or size",$2.00,"['Nando', 'PERi', 'Nando', 'PERi', 'PERi Sauce', 'PERi Sauce']"
489,"Save $0.40 on Private Selection Mustard When you buy ONE (1) Private Selection Mustard, any variety (8-9 OZ)",$0.40,"['Private Selection Mustard', 'Private Selection Mustard']"
490,"Save $1.00 on Planet Oat oatmilk When you buy ONE (1) Planet Oat oatmilk, any variety (52oz)",$1.00,"['Planet Oat', 'Planet Oat']"
491,"Save $1.00 on Vero Gusto Premium Pasta Sauce When you buy ONE (1) Vero Gusto Premium Pasta Sauce, any variety or size",$1.00,"['Vero Gusto', 'Premium Pasta Sauce', 'Vero Gusto Premium Pasta Sauce']"
492,Save $0.30 on COFFEE MATE® product when you buy ONE (1) COFFEE MATE® Original Powder Coffee Creamer Canister (35.3 oz).,$0.30,"['COFFEE', 'COFFEE', 'MATE®', 'MATE® Original Powder Coffee Creamer Canister']"
493,Save $2.00 on 2 Herbal Essences Products when you buy TWO (2) Herbal Essences Shampoo or Conditioner Products (11.7oz). [Excludes trial/travel size].,$2.00,"['Herbal Essences Products', 'Herbal Essences Shampoo', 'Conditioner Products', 'Excludes']"
494,"Save $2.00 on 2 Pantene Products when you buy TWO (2) Pantene Shampoo, Conditioner or 2N1 Products (12-12.6oz). [Excludes trial/travel size].",$2.00,"['Pantene Products', 'Pantene Shampoo', 'Conditioner', 'Excludes']"
495,Save $1.50 on  Pantene Product when you buy ONE (1) Pantene Hair Affair Product (3.7-5.9oz). [Excludes trial/travel size].,$1.50,"['Pantene Product', 'Pantene Hair Affair Product', 'Excludes']"
496,Save $1.50 on  Waterless Product when you buy ONE (1) Waterless Product (3.6-7.6oz). [Excludes trial/travel size].,$1.50,"['Waterless Product', 'Waterless Product', 'Excludes']"
497,Save $2.00 on 2 Aussie Products when you buy TWO (2) Aussie Shampoo or Conditioner Products (12.1oz). [Excludes trial/travel size].,$2.00,"['Aussie Products', 'Aussie Shampoo', 'Conditioner Products', 'Excludes']"
498,"Save $1.50 on Advil or Advil PM Products when you buy any ONE (1) Advil or Advil PM, any variety (40ct or larger)",$1.50,"['Advil PM Products', 'Advil PM', 'Advil', 'Advil']"
499,Save $3.00 on 2 Aussie Products when you buy TWO (2) Aussie Shampoo or Conditioner Products (26.2oz). [Excludes trial/travel size].,$3.00,"['Aussie Products', 'Aussie Shampoo', 'Conditioner Products', 'Excludes']"
500,Save $3.00 on 2 Pantene Products when you buy TWO (2) Pantene Nutrient Blends Products (4.7-9.6oz). [Excludes trial/travel size].,$3.00,"['Pantene Products', 'Pantene Nutrient Blends Products', 'Excludes']"
501,Save $3.00 on 2 Herbal Essences Products when you buy TWO (2) Herbal Essences Bio:Renew Shampoo or Conditioner Products (12.1-13.5oz). [Excludes trial/travel size].,$3.00,"['Herbal Essences Products', 'Herbal Essences Bio', 'Renew Shampoo', 'Conditioner Products', 'Excludes']"
502,Save $3.00 on 2 Herbal Essences Products when you buy TWO (2) Herbal Essences Shampoo or Conditioner Products (29.2oz). [Excludes trial/travel size].,$3.00,"['Herbal Essences Products', 'Herbal Essences Shampoo', 'Conditioner Products', 'Excludes']"
503,"Save $.50 on RETHINK JUICE SPLASH when you buy ONE (1) RETHINK JUICE SPLASH, Organic Naturally Flavored Kids Juice, any variety (8 pack)",$.50,"['RETHINK', 'RETHINK', 'Organic', 'Kids Juice', 'JUICE SPLASH', 'JUICE SPLASH']"
504,"Save $0.40 on Kroger Flavored Sandwich Spreads When you buy ONE (1) Kroger Flavored Sandwich Spread, any variety (11 FO)",$0.40,"['Kroger Flavored Sandwich Spreads', 'Kroger Flavored Sandwich Spread', 'FO']"
505,"Save $0.50 on ZZZQUIL PURE Zzzs Products when you buy ONE (1) Vicks ZzzQuil PURE Zzzs Product. Excludes Kidz, Soothing Aromatherapy Balm, and trial/travel size.",$0.50,"['ZZZQUIL', 'Vicks', 'ZzzQuil', 'Soothing Aromatherapy Balm', 'PURE Zzzs', 'PURE Zzzs Product', 'Excludes Kidz']"
506,Save $3.00 on 2 Hair Food Products when you buy TWO (2) Hair Food Products (10.1oz). [Excludes trial/travel size].,$3.00,"['Hair Food Products', 'Hair Food', 'Excludes']"
507,Save $1.00 on Tide Pods when you buy ONE (1) Tide Pods (15-20ct),$1.00,"['Tide Pods', 'Tide Pods']"
508,"Save $0.50 Energizer® Batteries when you buy one (1) pack of Energizer® Batteries, any variety or size",$0.50,"['Energizer®', 'Energizer® Batteries']"
509,"Save $1.00 on One Vietti Artisan Chili when you buy ONE (1) Vietti                                                      Artisan Canned Chili, any variety (15 oz)",$1.00,"['Vietti Artisan Canned Chili', 'Vietti Artisan Chili']"
510,"Buy 1 Finders Keepers, Get 1 Free! Buy ONE (1) Finders Keepers Milk Chocolate Candy &amp; Surprise, get your SECOND (2nd) Free",,"['Finders Keepers', 'Get', 'Free', 'Keepers Milk Chocolate Candy', 'Surprise', 'SECOND']"
511,Save $2.00 on Colgate® or Colgate® Zero Mouthwash when you buy ONE (1) Colgate® or Colgate® Zero Mouthwash (400 mL or larger),$2.00,"['Colgate®', 'Colgate® Zero Mouthwash', 'Colgate®', 'Colgate® Zero Mouthwash']"
512,Save $2.00 on Oral-B Special Care Oral Rinse when you buy ONE (1) Oral-B Special Care Oral Rinse (475 ml or larger). Excludes trial/travel size.,$2.00,"['Oral-B Special Care Oral Rinse', 'Oral-B Special Care Oral Rinse', 'Excludes']"
513,"Save $.50 on Di Martino Pasta When you buy ONE (1) Di Martino Pasta, any variety or size",$.50,"['Di Martino Pasta', 'Di Martino Pasta']"
514,"Save $3.00 on Culturelle Probiotics When you buy ONE (1) Culturelle Probiotic, any variety or size",$3.00,"['Culturelle Probiotics', 'Culturelle Probiotic']"
515,Save $5.00 on Oral-B Vitality OR Pro 500 Rechargeable Electric Toothbrush when you buy ONE (1) Oral-B Vitality OR Pro 500 Rechargeable Electric Toothbrush.,$5.00,"['Oral-B Vitality', 'Pro', 'Rechargeable Electric Toothbrush', 'Oral-B Vitality', 'Pro', 'Rechargeable Electric Toothbrush']"
516,"Save $5.00 on 2 Febreze, Prilosec, Vicks, Clearblue items when you buy TWO (2) Febreze Plug (2ct or 3ct Refills), Prilosec OTC (14ct), Vicks ZZZQuil (42ct or 12oz), Vicks Pure ZZZ's Gummies (48ct), or Clearblue Pregnancy Tests (2ct)",$5.00,"['Prilosec', 'Vicks', 'Clearblue', 'Prilosec', 'Vicks', 'Vicks Pure ZZZ', 'Clearblue', 'Febreze', 'Plug', 'OTC', 'ZZZQuil', 'Gummies', 'Pregnancy Tests']"
517,"Save $1.00 on Simple Truth Organic Potato Chips When you buy ONE (1) Simple Truth Organic Potato Chips, any variety (5 oz)",$1.00,"['Simple Truth Organic Potato Chips', 'Simple Truth Organic Potato Chips']"
518,"Save $0.50 on Pine-Sol® Products When you buy ONE (1) Pine-Sol® Product, 40 oz. or Larger, any variety",$0.50,"['Larger', 'Pine-Sol®', 'Pine-Sol® Product']"
519,"Save $1.00 on BENADRYL® product when you buy ONE (1) BENADRYL®  20ct, 24ct or 4oz product. Excludes topical, trial &amp; travel sizes",$1.00,"['BENADRYL®', 'BENADRYL®', 'Excludes']"
520,Save $5.00 on Non-Drowsy Claritin® Product When you buy ONE (1) Non-Drowsy Claritin® (24 count or larger),$5.00,"['Non-Drowsy Claritin® Product', 'Claritin®']"
521,Save $8.00 on Non-drowsy Claritin® Liqui-Gels® or Tablets when you buy ONE (1) Non-drowsy Claritin® Liqui-Gels® (60 ct) or Tablets (70 ct or larger),$8.00,"['Tablets', 'Non-drowsy Claritin® Liqui-Gels®', 'Claritin® Liqui-Gels®']"
522,Save $1.00 on Gardein® When you buy ONE (1) Gardein®  Skillet Meal (20 oz),$1.00,"['Gardein®', 'Gardein® Skillet Meal']"
523,"Save $4.00 on AllerLife When you buy ONE (1) AllerLife, any variety or size",$4.00,"['AllerLife', 'AllerLife']"
524,"Save $1.50 on Paqui Chips Bag When you buy ONE(1) Paqui Chips Bag, any variety (7oz)",$1.50,"['Paqui Chips Bag', 'Paqui Chips Bag']"
525,Save $3.00 on FINISH® QUANTUM™ OR FINISH® Max in 1® when you buy ONE (1) FINISH® QUANTUM™ (50ct) OR FINISH® Max in 1®(63ct),$3.00,"['FINISH® QUANTUM™', 'FINISH®', 'FINISH® QUANTUM™', 'FINISH®']"
526,Save $1.00 on Fixodent Adhesive when you buy ONE (1) Fixodent Adhesive (1.4 oz OR larger). Excludes trial/travel size.,$1.00,"['Fixodent Adhesive', 'Fixodent Adhesive', 'Excludes']"
527,"Save $3.00 on 2 Native Deodorants When you buy TWO (2) Native Deodorants, any variety (2.65oz)",$3.00,[]
528,Save $1.00 on Gillette &amp; Venus Disposable Razors When you buy ONE (1) Gillette or Venus Disposable Razor (2CT or larger) (Excludes Treo &amp; Daisy 4CT),$1.00,"['Venus Disposable Razors', 'Venus Disposable Razor', 'Excludes Treo', 'Gillette', 'Gillette', 'Daisy']"
529,"Save $2.00 on Olay Wipes or Age Defy Cleanser or Masks When you buy ONE (1) Olay Wipes, (25CT OR 66CT) or Age Defy Cleanser or Masks",$2.00,"['Olay Wipes', 'Masks', 'Age Defy Cleanser', 'Masks', 'Olay Wipes', 'Age Defy Cleanser']"
530,"Save $0.70 on Simple Truth Guacamole When you buy ONE (1) Simple Truth Guacamole, any variety (8 OZ)",$0.70,"['Simple Truth Guacamole', 'Simple Truth Guacamole']"
531,Save $15.00 on Oral-B 5000 OR 6000 Rechargeable Electric Toothbrush when you buy ONE (1) Oral-B 5000 OR 6000 Rechargeable Electric Toothbrush.,$15.00,"['Rechargeable Electric Toothbrush', 'Rechargeable Electric Toothbrush']"
532,Save $5.00 on Oral-B Pro 1000 OR 3000 Rechargeable Electric Toothbrush when you buy ONE (1) Oral-B Pro 1000 OR Pro 3000 Rechargeable Electric Toothbrush.,$5.00,"['Oral-B Pro', 'Rechargeable Electric Toothbrush', 'Pro', 'Rechargeable Electric Toothbrush']"
533,Save $1.00 on Prilosec OTC Products when you buy ONE (1) Prilosec OTC Product.,$1.00,"['Prilosec OTC', 'Prilosec OTC Product']"
534,"Save $.50 on LUVS Diapers When you buy ONE (1) LUVS Diapers, Bag (21ct-40ct), any variety or size. Excludes Trial and Travel Size",$.50,"['LUVS Diapers', 'LUVS Diapers', 'Bag', 'Travel', 'Excludes Trial']"
535,"Save $1.00 on Kashi® Cereals When you buy TWO (2) Kashi® Cereals (6.5 oz or Larger, Any Flavor, Mix or Match)",$1.00,"['Larger', 'Flavor', 'Mix', 'Kashi® Cereals', 'Kashi® Cereals', 'Match']"
536,Save $0.75 on Private Selection Buffalo Chicken Dip When you buy ONE (1) Private Selection Buffalo Dip (10 OZ),$0.75,"['Private Selection Buffalo Chicken Dip', 'Private Selection Buffalo Dip']"
537,Save $10.00 on Crest Whitestrips When you buy ONE (1) participating Crest Whitestrips item.  Excludes Crest Noticeably White Whitestrips.,$10.00,"['Crest Whitestrips', 'Crest Whitestrips', 'Excludes Crest Noticeably White Whitestrips']"
538,"Save $2.00 on Yucatan Guacamole Squeeze Product when you buy (1) Yucatan Guacamole Squeeze Product, any variety or size",$2.00,"['Yucatan Guacamole Squeeze', 'Yucatan Guacamole Squeeze Product', 'Product']"
539,"Save $0.75 on Private Selection Cheese Spreads When you buy ONE (1) Private Selection Cheese Spread, any variety (9 OZ)",$0.75,"['Private Selection Cheese Spreads', 'Private Selection Cheese Spread']"
540,"Save $3.00 on Schick® Razor products When you buy ONE (1) Skintimate® or Schick® Disposable Razor Pack. Excludes Schick® Xtreme3® 1 ct., Schick® Xtreme2® and Skintimate® 2 &amp; 6 ct Disposables",$3.00,"['Schick® Razor', 'Skintimate®', 'Schick® Disposable Razor Pack', 'Excludes Schick® Xtreme3®', 'Schick® Xtreme2®', 'Skintimate®']"
541,Save $0.50 on Alocane Burn Gel When you buy ONE (1) Alocane Emergency Burn Gel,$0.50,"['Alocane Burn Gel', 'Alocane Emergency Burn Gel']"
542,Save $.50 on Gillette &amp; Venus Shave Gels When you buy ONE (1) Gillette Proglide Shave Gel (6oz) OR Venus &amp; Olay Shave Gel (6oz) (Excludes all other varieties),$.50,"['Venus Shave Gels', 'Gillette Proglide Shave Gel', 'Olay Shave Gel', 'Gillette', 'Venus', 'Excludes']"
543,"Save $4.00 on  Olay Regenerist Facial Moisturizer When you buy ONE (1) Olay Regenerist Facial Moisturizer, any variety or size",$4.00,"['Olay Regenerist Facial Moisturizer', 'Olay Regenerist Facial Moisturizer']"
544,"Save $4.00 on SHEBA® Cat Food When you buy ONE (1) SHEBA® Perfect Portions™ Premium Cat Food, any variety  (12ct. Multipack)",$4.00,"['SHEBA® Cat Food', 'SHEBA® Perfect Portions™ Premium Cat Food']"
545,"Save $1.50 on Huggies®‎ Little Swimmers®‎ Disposable Swimpants When you buy ONE (1) package of Huggies®‎ Little Swimmers®‎ Disposable Swimpants, any variety (10 ct. or larger)",$1.50,"['Huggies®\u200e Little Swimmers®\u200e Disposable', 'Huggies®\u200e Little Swimmers®\u200e Disposable Swimpants']"
546,"Save $0.50 on IWON Organics Sticks when you buy ONE (1) IWON Organic Stix, any variety (5oz).",$0.50,"['IWON Organics Sticks', 'IWON Organic Stix']"
547,"Save $1.25 on 2 Q Mixers When you buy TWO (2) Q Mixers, any variety",$1.25,"['Q', 'Mixers']"
548,Save $2.00 on Bissell Clean &amp; Refresh Machine Formula When you buy ONE (1) Bissell Clean &amp; Refresh Machine Formula,$2.00,"['Bissell Clean', 'Refresh Machine Formula', 'Bissell Clean', 'Refresh Machine Formula']"
549,Save $3.00 on 2 Head &amp; Shoulders Products when you buy TWO (2) Head &amp; Shoulders Supreme Shampoo or Conditioner Products (9.4-11.8oz). [Excludes trial/travel size].,$3.00,"['Conditioner Products', 'Head', 'Shoulders', 'Head', 'Shoulders Supreme Shampoo', 'Excludes']"
550,Save $1.00 on  Sensible Portions Screamin' Hot Veggie Straws when you buy ONE (1) Sensible Portions Screamin' Hot Veggie Straw,$1.00,"['Screamin', 'Portions Screamin', 'Hot Veggie Straws', 'Hot Veggie Straw']"
551,"Save $1.00 on Vital Proteins Collagen Water OR Collagen Bar when you buy one (1) Vital Proteins Collagen Water OR Collagen Bar, any variety or size",$1.00,"['Vital Proteins Collagen Water', 'Vital Proteins Collagen Water', 'Collagen Bar', 'Collagen Bar']"
552,Save $0.50 on ZZZQUIL ZzzQuil Products when you buy ONE (1) Vicks ZzzQuil Product. Excludes PURE Zzzs and trial/travel size.,$0.50,"['ZZZQUIL ZzzQuil Products', 'Vicks', 'ZzzQuil Product', 'Excludes PURE Zzzs']"
553,Save $1.50 on 2 CLIF Granola when you buy TWO (2) CLIF Granola,$1.50,"['CLIF Granola', 'CLIF Granola']"
554,"Buy 1 Chef's Cut Real Jerky, Get 1 Chef's Cut Jerky Snack Stick Free Buy  ONE (1) Chef's Cut Real Jerky, any variety (2.5oz bag), Get ONE (1) Chef's Cut Jerky Snack Stick, any variety (1oz) Free",,"['Chef', 'Chef', 'Chef', 'Get', 'Chef', 'Cut Real Jerky', 'Get', 'Cut Jerky Snack Stick Free', 'Cut Real Jerky', 'Cut Jerky Snack Stick']"
555,Save $3.00 when you buy ONE (1) Mastercard® or Visa® gift card. * Restrictions Apply.  See Store for Details. (redeem 5/20/2020-6/9/2020),$3.00,"['Details', 'Mastercard®', 'Visa®', 'Apply']"
556,"Save $1.00 on 4505 Meats Chicharrones When you buy ONE (1) 4505 Meats Chicharrones, any variety (2.5 oz).",$1.00,"['Meats', 'Meats Chicharrones']"
557,"Save $1 on Slimfast when you buy any ONE (1) Original or Advanced RTD or Powder, any variety or size",$1,"['Advanced', 'Powder', 'Original', 'RTD']"
558,"Save $1.00 on Craisins® item when you buy ONE Craisins® item, any variety (20-24oz)",$1.00,"['Craisins®', 'Craisins®']"
559,"Save $5.00 on Osteo Bi-Flex® Products. when you buy ONE (1) Osteo Bi-Flex® product, any variety (28ct or larger)",$5.00,"['Osteo', 'Bi-Flex®', 'Osteo Bi-Flex®']"
560,"Save $1.50 on 2 Blue Diamond Nut Thins When you buy TWO (2) Blue Diamond Nut Thin Crackers, any variety (4.25 oz)",$1.50,"['Blue Diamond Nut', 'Blue Diamond Nut Thin Crackers']"
561,"Save $2.00 on ZonePerfect® Keto products when you buy ONE (1) ZonePerfect® Keto Powder, 4-count Shake or 5-count Bar",$2.00,"['ZonePerfect® Keto', 'ZonePerfect® Keto Powder', 'Shake']"
562,Save $4.00 on Schick Men Razors When you buy ONE (1) Schick Hydro® or Schick® Quattro® Titanium* Razor or Refill. Excludes Schick® Disposables and Women's Razor or Refill coated blades,$4.00,"['Schick Men Razors', 'Schick', 'Refill', 'Women', 'Refill', 'Hydro®', 'Schick® Quattro® Titanium* Razor', 'Excludes Schick® Disposables', 'Razor']"
563,"Save $1.00 on Kodiak Cakes Bear Bites When you buy ONE (1) Kodiak Cakes Bear Bites, any variety or size",$1.00,"['Kodiak Cakes Bear Bites', 'Kodiak Cakes Bear Bites']"
564,"Save $5.00 on 1 bag of NUTRO™ WHOLESOME ESSENTIALS™ Cat Food When you buy ONE (1) bag of NUTRO™ WHOLESOME ESSENTIALS™ Dry Cat Food, any variety or size",$5.00,"['NUTRO™ WHOLESOME ESSENTIALS™ Cat Food', 'NUTRO™ WHOLESOME ESSENTIALS™ Dry Cat Food']"
565,Save $3.00 on Gillette &amp; Venus Blade Refills When you buy ONE (1) Gillette or Venus Blade Refill (4CT or larger) (Excludes Gillette3 4CT &amp; Gillette 5 4CT),$3.00,"['Venus Blade Refills', 'Venus Blade Refill', 'Excludes', 'Gillette', 'Gillette', 'Gillette3', 'Gillette']"
566,"Buy 1  JUST Water, Get 1 Free Buy ONE (1) JUST Water product, any variety or size, Get your SECOND (2nd) Free",,"['JUST Water', 'Get', 'Free', 'JUST Water', 'SECOND']"
567,Save $2.00 on Gillette &amp; Venus Razors When you buy ONE (1) Gillette or Venus Razor (excludes Disposable Razors &amp; Mach3 1UP Razor),$2.00,"['Venus Razors', 'Venus Razor', 'Disposable Razors', 'Gillette', 'Gillette', 'Mach3', 'Razor']"
568,"Buy 4 Beech-Nut Natural Jars, Get 1 Beech-Nut Natural Pouch FREE Buy FOUR (4) Beech-Nut Natural Jars, any variety or size,Get ONE (1) Beech-Nut Natural Pouch, any variety or size Free.",,"['Get', 'Natural Jars', 'Get', 'Beech-Nut Natural Pouch', 'Beech-Nut Natural Jars', 'Beech-Nut Natural Pouch', 'Free']"
569,Save $0.50 on CREATIVE ROOTS beverage When you buy ONE (1) CREATIVE ROOTS beverage,$0.50,"['CREATIVE', 'CREATIVE', 'ROOTS', 'ROOTS']"
570,Save $1.00 on 2 Louis Kemp When you buy TWO (2) Louis Kemp Alaskan Delights (12oz) or Crab Delights (16oz),$1.00,"['Louis Kemp Alaskan Delights', 'Crab Delights', 'Louis Kemp']"
571,Save $0.30 on Simple Truth Organic Snack Crackers When you buy ONE (1) Simple Truth Organic Snack Crackers (8 oz),$0.30,"['Simple Truth Organic Snack Crackers', 'Simple Truth Organic Snack Crackers']"
572,"Save $0.55 on OFF!® Products when you buy ONE (1) OFF!® Product, any variety. Excludes Club Packs, Twin Packs, 2 oz. and 2.5oz. OFF!® Products.",$0.55,"['Twin Packs', 'Product', 'Excludes Club Packs']"
573,Save $0.75 on Simple Truth Fig &amp; Thyme Crisp Crackers When you buy ONE (1) Simple Truth Fig &amp; Thyme Crisp Crackers (5.3 oz),$0.75,"['Simple Truth Fig', 'Thyme Crisp Crackers', 'Thyme Crisp Crackers', 'Simple Truth Fig']"
574,Save $3.00 on Claritin® Syrup when you buy ONE (1) Non-Drowsy Children's Claritin® Syrup (4oz or larger),$3.00,"['Claritin® Syrup', 'Non-Drowsy Children', 'Claritin® Syrup']"
575,"Save $3.00 on Similac® When you buy ONE (1) Similac®, (1.38 lb. or larger powder)",$3.00,"['Similac®', 'Similac®']"
576,"Save $1.00 on Luvo When you buy ONE (1) Performance Kitchen Meal, any variety (8.25 - 10.25 oz).",$1.00,"['Kitchen Meal', 'Luvo']"
577,Save 20% off Fresh Cut Lilies When you buy ONE (1) Bunch of Fresh Cut Lilies (any stem count).,,"['Fresh Cut Lilies', 'Fresh Cut Lilies']"
578,"Save $10.00 on 2 Enfamil Powder When you buy TWO units of Enfamil Infant Formula powder, any variety  (19.5 oz or larger)",$10.00,"['Enfamil Infant Formula', 'Enfamil Powder']"
579,"Save $1.00 on Babyganics Sunscreen or Deet Free Bug Spray when you buy ONE (1) Babyganics Sunscreen or Deet Free Bug Spray, any variety",$1.00,"['Deet Free Bug Spray', 'Deet Free Bug Spray', 'Sunscreen', 'Sunscreen']"
580,Save $2.00 on Glucerna® When you buy ONE (1) Glucerna® multi-pack shake,$2.00,"['Glucerna®', 'Glucerna®']"
581,Save $2.00 on PediaSure® When you buy ONE (1) PediaSure® product,$2.00,['PediaSure®']
582,Save $0.55 on Raid® Products when you buy ONE (1) Raid® Essential Oils Product. Excludes Raid® Club Packs and Twin Packs.,$0.55,"['Twin Packs', 'Raid®', 'Raid® Essential Oils Product', 'Excludes Raid® Club Packs']"
583,"Save $3.00 on Bare Repulic Products when you buy ONE (1) Bare Republic Sun Product, any variety",$3.00,"['Bare Repulic Products', 'Bare Republic Sun Product']"
584,"Save $1.00 on  2 Cheerwine when you buy Two (2) Cheerwine Glass Packages, any variety (4PK )",$1.00,['Cheerwine Glass Packages']
585,"Save $1.00 on MadeGood When you buy ONE (1) MadeGood  Granola Bar or Mini Item, any variety or size",$1.00,"['MadeGood', 'MadeGood Granola Bar', 'Mini Item']"
586,"Save $1.50 on Nutiva Red Palm Oil or Shortening when you buy ONE (1) Nutiva Red Palm Oil or Shortening, any variety or size",$1.50,"['Nutiva Red Palm Oil', 'Nutiva Red Palm Oil', 'Shortening']"
587,Save $1.00 on Gardein® Ultimate Burger When you buy ONE (1) Gardein® Ultimate Burger Frozen (2 Pack),$1.00,"['Gardein® Ultimate Burger', 'Gardein® Ultimate Burger Frozen', 'Pack']"
588,Save $1.00 on Gardein® Breakfast Bowl When you buy any ONE (1) Gardein® Breakfast Bowl (8.5 oz),$1.00,"['Gardein® Breakfast Bowl', 'Gardein® Breakfast Bowl']"
589,Save $1.50 on VISINE® product when you buy ONE (1) VISINE® product. Excludes trial/travel sizes.,$1.50,"['VISINE®', 'VISINE®', 'Excludes']"
